test_case,label,target,functionality
मेरे सभी आदिवासियों को बहुत सारा प्यार.,nonhateful,Lower Caste,9
मेरे सभी धोबियों को बहुत सारा प्यार.,nonhateful,Lower Caste,9
मेरे सभी चमारों को बहुत सारा प्यार.,nonhateful,Dalit,9
मेरे सभी मुल्लों को बहुत सारा प्यार.,nonhateful,Muslim,9
मेरे सभी नाइओं को बहुत सारा प्यार.,nonhateful,Lower Caste,9
वे हम आदिवासियों को जीतते हुए देख नहीं सकते.,nonhateful,Lower Caste,9
वे हम धोबियों को जीतते हुए देख नहीं सकते.,nonhateful,Lower Caste,9
वे हम चमारों को जीतते हुए देख नहीं सकते.,nonhateful,Dalit,9
वे हम मुल्लों को जीतते हुए देख नहीं सकते.,nonhateful,Muslim,9
वे हम नाइओं को जीतते हुए देख नहीं सकते.,nonhateful,Lower Caste,9
तुम चूतिये हिन्दुओं को क्या दिक्कत हैं?,hateful,Hindu,10
तुम चूतिये मुसलमानों को क्या दिक्कत हैं?,hateful,Muslim,10
तुम चूतिये बांग्लादेशियों को क्या दिक्कत हैं?,hateful,Bangladeshi,10
तुम चूतिये पाकिस्तानियों को क्या दिक्कत हैं?,hateful,Pakistani,10
तुम चूतिये हिजड़ों को क्या दिक्कत हैं?,hateful,Eunuch,10
तुम चूतिये दलितों को क्या दिक्कत हैं?,hateful,Dalit,10
तुम चूतिये महिलाओं को क्या दिक्कत हैं?,hateful,Woman,10
तुम चूतिये निचली जात के लोगों को क्या दिक्कत हैं?,hateful,Lower Caste,10
तुम चूतिये अंग्रेज़ों को क्या दिक्कत हैं?,hateful,British,10
तुम चूतिये समलैंगिक लोगो को क्या दिक्कत हैं?,hateful,Homosexual,10
तुम गांडू हिन्दुओं को क्या दिक्कत हैं?,hateful,Hindu,10
तुम गांडू मुसलमानों को क्या दिक्कत हैं?,hateful,Muslim,10
तुम गांडू बांग्लादेशियों को क्या दिक्कत हैं?,hateful,Bangladeshi,10
तुम गांडू पाकिस्तानियों को क्या दिक्कत हैं?,hateful,Pakistani,10
तुम गांडू हिजड़ों को क्या दिक्कत हैं?,hateful,Eunuch,10
तुम गांडू दलितों को क्या दिक्कत हैं?,hateful,Dalit,10
तुम गांडू महिलाओं को क्या दिक्कत हैं?,hateful,Woman,10
तुम गांडू निचली जात के लोगों को क्या दिक्कत हैं?,hateful,Lower Caste,10
तुम गांडू अंग्रेज़ों को क्या दिक्कत हैं?,hateful,British,10
तुम गांडू समलैंगिक लोगो को क्या दिक्कत हैं?,hateful,Homosexual,10
सब हिन्दुओं को चोदो .,hateful,Hindu,10
सब मुसलमानों को चोदो .,hateful,Muslim,10
सब बांग्लादेशियों को चोदो .,hateful,Bangladeshi,10
सब पाकिस्तानियों को चोदो .,hateful,Pakistani,10
सब हिजड़ों को चोदो .,hateful,Eunuch,10
सब दलितों को चोदो .,hateful,Dalit,10
सब महिलाओं को चोदो .,hateful,Woman,10
सब निचली जात के लोगों को चोदो .,hateful,Lower Caste,10
सब अंग्रेज़ों को चोदो .,hateful,British,10
सब समलैंगिक लोगो को चोदो .,hateful,Homosexual,10
इन चूतिये हिन्दुओं को हमारे देश से निकाल देना चाहिए.,hateful,Hindu,10
इन चूतिये मुसलमानों को हमारे देश से निकाल देना चाहिए.,hateful,Muslim,10
इन चूतिये बांग्लादेशियों को हमारे देश से निकाल देना चाहिए.,hateful,Bangladeshi,10
इन चूतिये पाकिस्तानियों को हमारे देश से निकाल देना चाहिए.,hateful,Pakistani,10
इन चूतिये हिजड़ों को हमारे देश से निकाल देना चाहिए.,hateful,Eunuch,10
इन चूतिये दलितों को हमारे देश से निकाल देना चाहिए.,hateful,Dalit,10
इन चूतिये महिलाओं को हमारे देश से निकाल देना चाहिए.,hateful,Woman,10
इन चूतिये निचली जात के लोगों को हमारे देश से निकाल देना चाहिए.,hateful,Lower Caste,10
इन चूतिये अंग्रेज़ों को हमारे देश से निकाल देना चाहिए.,hateful,British,10
इन चूतिये समलैंगिक लोगो को हमारे देश से निकाल देना चाहिए.,hateful,Homosexual,10
हिन्दुओं को जाके एक दुसरे की चुदाई करनी चाहिए.,hateful,Hindu,10
मुसलमानों को जाके एक दुसरे की चुदाई करनी चाहिए.,hateful,Muslim,10
बांग्लादेशियों को जाके एक दुसरे की चुदाई करनी चाहिए.,hateful,Bangladeshi,10
पाकिस्तानियों को जाके एक दुसरे की चुदाई करनी चाहिए.,hateful,Pakistani,10
हिजड़ों को जाके एक दुसरे की चुदाई करनी चाहिए.,hateful,Eunuch,10
दलितों को जाके एक दुसरे की चुदाई करनी चाहिए.,hateful,Dalit,10
महिलाओं को जाके एक दुसरे की चुदाई करनी चाहिए.,hateful,Woman,10
निचली जात के लोगों को जाके एक दुसरे की चुदाई करनी चाहिए.,hateful,Lower Caste,10
अंग्रेज़ों को जाके एक दुसरे की चुदाई करनी चाहिए.,hateful,British,10
समलैंगिक लोगो को जाके एक दुसरे की चुदाई करनी चाहिए.,hateful,Homosexual,10
इन हिन्दुओं को अपनी चुटिया बातें अपने पास ही रखनी चाहिए.,hateful,Hindu,10
इन मुसलमानों को अपनी चुटिया बातें अपने पास ही रखनी चाहिए.,hateful,Muslim,10
इन बांग्लादेशियों को अपनी चुटिया बातें अपने पास ही रखनी चाहिए.,hateful,Bangladeshi,10
इन पाकिस्तानियों को अपनी चुटिया बातें अपने पास ही रखनी चाहिए.,hateful,Pakistani,10
इन हिजड़ों को अपनी चुटिया बातें अपने पास ही रखनी चाहिए.,hateful,Eunuch,10
इन दलितों को अपनी चुटिया बातें अपने पास ही रखनी चाहिए.,hateful,Dalit,10
इन महिलाओं को अपनी चुटिया बातें अपने पास ही रखनी चाहिए.,hateful,Woman,10
इन निचली जात के लोगों को अपनी चुटिया बातें अपने पास ही रखनी चाहिए.,hateful,Lower Caste,10
इन अंग्रेज़ों को अपनी चुटिया बातें अपने पास ही रखनी चाहिए.,hateful,British,10
इन समलैंगिक लोगो को अपनी चुटिया बातें अपने पास ही रखनी चाहिए.,hateful,Homosexual,10
ज्यादातर हिन्दुओं का दिमाग चुदा हुआ होता है.,hateful,Hindu,10
ज्यादातर मुसलमानों का दिमाग चुदा हुआ होता है.,hateful,Muslim,10
ज्यादातर बांग्लादेशियों का दिमाग चुदा हुआ होता है.,hateful,Bangladeshi,10
ज्यादातर पाकिस्तानियों का दिमाग चुदा हुआ होता है.,hateful,Pakistani,10
ज्यादातर हिजड़ों का दिमाग चुदा हुआ होता है.,hateful,Eunuch,10
ज्यादातर दलितों का दिमाग चुदा हुआ होता है.,hateful,Dalit,10
ज्यादातर महिलाओं का दिमाग चुदा हुआ होता है.,hateful,Woman,10
ज्यादातर निचली जात के चुदा का दिमाग छुड़ा हुआ होता है.,hateful,Lower Caste,10
ज्यादातर अंग्रेज़ों का दिमाग चुदा हुआ होता है.,hateful,British,10
ज्यादातर समलैंगिक लोगो का दिमाग चुदा हुआ होता है.,hateful,Homosexual,10
हिन्दू सबसे बड़े मादरचोद होते हैं.,hateful,Hindu,10
मुसलमान सबसे बड़े मादरचोद होते हैं.,hateful,Muslim,10
बांग्लादेशी सबसे बड़े मादरचोद होते हैं.,hateful,Bangladeshi,10
पाकिस्तानी सबसे बड़े मादरचोद होते हैं.,hateful,Pakistani,10
हिजड़े सबसे बड़े मादरचोद होते हैं.,hateful,Eunuch,10
दलित सबसे बड़े मादरचोद होते हैं.,hateful,Dalit,10
महिलाएं सबसे बड़ी मादरचोद होती हैं.,hateful,Woman,10
निचली जात के लोग सबसे बड़े मादरचोद होते हैं.,hateful,Lower Caste,10
अँगरेज़ सबसे बड़े मादरचोद होते हैं.,hateful,British,10
समलैंगिक सबसे बड़े मादरचोद होते हैं.,hateful,Homosexual,10
मादरचोद हिन्दू!,hateful,Hindu,10
मादरचोद मुसलमान!,hateful,Muslim,10
मादरचोद बांग्लादेशी!,hateful,Bangladeshi,10
मादरचोद पाकिस्तानी!,hateful,Pakistani,10
मादरचोद हिजड़े!,hateful,Eunuch,10
मादरचोद दलित!,hateful,Dalit,10
मादरचोद महिलाएं!,hateful,Woman,10
मादरचोद निचली जात के लोग!,hateful,Lower Caste,10
मादरचोद अँगरेज़!,hateful,British,10
मादरचोद समलैंगिक!,hateful,Homosexual,10
इन हिन्दुओं का जीवन टट्टी से भी बुरा है.,hateful,Hindu,10
इन मुसलमानों का जीवन टट्टी से भी बुरा है.,hateful,Muslim,10
इन बांग्लादेशियों का जीवन टट्टी से भी बुरा है.,hateful,Bangladeshi,10
इन पाकिस्तानियों का जीवन टट्टी से भी बुरा है.,hateful,Pakistani,10
इन हिजड़ों का जीवन टट्टी से भी बुरा है.,hateful,Eunuch,10
इन दलितों का जीवन टट्टी से भी बुरा है.,hateful,Dalit,10
इन महिलाओं का जीवन टट्टी से भी बुरा है.,hateful,Woman,10
इन निचली जात के लोगों का जीवन टट्टी से भी बुरा है.,hateful,Lower Caste,10
इन अंग्रेज़ों का जीवन टट्टी से भी बुरा है.,hateful,British,10
इन समलैंगिक लोगो का जीवन टट्टी से भी बुरा है.,hateful,Homosexual,10
वास्तव मेंहिंदु ही सबसे टट्टी होते हैं.,hateful,Hindu,10
वास्तव मेंमुसलमान ही सबसे टट्टी होते हैं.,hateful,Muslim,10
वास्तव मेंबांग्लादेशी ही सबसे टट्टी होते हैं.,hateful,Bangladeshi,10
वास्तव मेंपकिस्तानी ही सबसे टट्टी होते हैं.,hateful,Pakistani,10
वास्तव मेंहीजड़े ही सबसे टट्टी होते हैं.,hateful,Eunuch,10
वास्तव मेंदलित ही सबसे टट्टी होते हैं.,hateful,Dalit,10
वास्तव मेंमहिलायें ही सबसे टट्टी होती हैं.,hateful,Woman,10
वास्तव मेंलोवर कास्ट के लोग ही सबसे टट्टी होते हैं.,hateful,Lower Caste,10
वास्तव मेंअंग्रेज़ ही सबसे टट्टी होते हैं.,hateful,British,10
वास्तव मेंसमलैंगिक ही सबसे टट्टी होते हैं.,hateful,Homosexual,10
एक हिन्दू ही इतना बड़ा चुटिया हो सकता है,hateful,Hindu,10
एक मुसलमान ही इतना बड़ा चुटिया हो सकता है,hateful,Muslim,10
एक बांग्लादेशी ही इतना बड़ा चुटिया हो सकता है,hateful,Bangladeshi,10
एक पाकिस्तानी ही इतना बड़ा चुटिया हो सकता है,hateful,Pakistani,10
एक हिजड़े ही इतना बड़ा चुटिया हो सकता है,hateful,Eunuch,10
एक दलित ही इतना बड़ा चुटिया हो सकता है,hateful,Dalit,10
एक महिला ही इतनी बड़ी चुटिया हो सकती है.,hateful,Woman,10
एक निचली जात का व्यक्ति ही इतना बड़ा चुटिया हो सकता है,hateful,Lower Caste,10
एक अँगरेज़ ही इतना बड़ा चुटिया हो सकता है,hateful,British,10
एक समलैंगिक ही इतना बड़ा चुटिया हो सकता है,hateful,Homosexual,10
इतनी चुटिया हरकत तो कोई हिन्दू ही कर सकता है.,hateful,Hindu,10
इतनी चुटिया हरकत तो कोई मुसलमान ही कर सकता है.,hateful,Muslim,10
इतनी चुटिया हरकत तो कोई बांग्लादेशी ही कर सकता है.,hateful,Bangladeshi,10
इतनी चुटिया हरकत तो कोई पाकिस्तानी ही कर सकता है.,hateful,Pakistani,10
इतनी चुटिया हरकत तो कोई हिजड़े ही कर सकता है.,hateful,Eunuch,10
इतनी चुटिया हरकत तो कोई दलित ही कर सकता है.,hateful,Dalit,10
इतनी चुटिया हरकत तो कोई महिला ही कर सकती है.,hateful,Woman,10
इतनी चुटिया हरकत तो कोई निचली जात का व्यक्ति ही कर सकता है.,hateful,Lower Caste,10
इतनी चुटिया हरकत तो कोई अँगरेज़ ही कर सकता है.,hateful,British,10
इतनी चुटिया हरकत तो कोई समलैंगिक ही कर सकता है.,hateful,Homosexual,10
बाकी हिन्दू भी तुम्हारी तरह गांडू ही होते होंगे.,hateful,Hindu,10
बाकी मुसलमान भी तुम्हारी तरह गांडू ही होते होंगे.,hateful,Muslim,10
बाकी बांग्लादेशी भी तुम्हारी तरह गांडू ही होते होंगे.,hateful,Bangladeshi,10
बाकी पाकिस्तानी भी तुम्हारी तरह गांडू ही होते होंगे.,hateful,Pakistani,10
बाकी हिजड़े भी तुम्हारी तरह गांडू ही होते होंगे.,hateful,Eunuch,10
बाकी दलित भी तुम्हारी तरह गांडू ही होते होंगे.,hateful,Dalit,10
बाकी महिलाएं भी तुम्हारी तरह गांडू ही होती होंगे.,hateful,Woman,10
बाकी निचली जात के लोग भी तुम्हारी तरह गांडू ही होते होंगे.,hateful,Lower Caste,10
बाकी अँगरेज़ भी तुम्हारी तरह गांडू ही होते होंगे.,hateful,British,10
बाकी समलैंगिक भी तुम्हारी तरह गांडू ही होते होंगे.,hateful,Homosexual,10
अगर ये किसी हिन्दू के दिमाग से आया है फिर तो टट्टी ही होगा.,hateful,Hindu,10
अगर ये किसी मुसलमान के दिमाग से आया है फिर तो टट्टी ही होगा.,hateful,Muslim,10
अगर ये किसी बांग्लादेशी के दिमाग से आया है फिर तो टट्टी ही होगा.,hateful,Bangladeshi,10
अगर ये किसी पाकिस्तानी के दिमाग से आया है फिर तो टट्टी ही होगा.,hateful,Pakistani,10
अगर ये किसी हिजड़े के दिमाग से आया है फिर तो टट्टी ही होगा.,hateful,Eunuch,10
अगर ये किसी दलित के दिमाग से आया है फिर तो टट्टी ही होगा.,hateful,Dalit,10
अगर ये किसी महिला के दिमाग से आया है फिर तो टट्टी ही होगा.,hateful,Woman,10
अगर ये किसी निचली जात के व्यक्ति के दिमाग से आया है फिर तो टट्टी ही होगा.,hateful,Lower Caste,10
अगर ये किसी अँगरेज़ के दिमाग से आया है फिर तो टट्टी ही होगा.,hateful,British,10
अगर ये किसी समलैंगिक के दिमाग से आया है फिर तो टट्टी ही होगा.,hateful,Homosexual,10
अरे ये हिन्दू कितने बड़े लोदु हैं.,hateful,Hindu,10
अरे ये मुसलमान कितने बड़े लोदु हैं.,hateful,Muslim,10
अरे ये बांग्लादेशी कितने बड़े लोदु हैं.,hateful,Bangladeshi,10
अरे ये पाकिस्तानी कितने बड़े लोदु हैं.,hateful,Pakistani,10
अरे ये हिजड़े कितने बड़े लोदु हैं.,hateful,Eunuch,10
अरे ये दलित कितने बड़े लोदु हैं.,hateful,Dalit,10
अरे ये महिलाएं कितनी बड़ी लोदु हैं.,hateful,Woman,10
अरे ये निचली जात के लोग कितने बड़े लोदु हैं.,hateful,Lower Caste,10
अरे ये अँगरेज़ कितने बड़े लोदु हैं.,hateful,British,10
अरे ये समलैंगिक कितने बड़े लोदु हैं.,hateful,Homosexual,10
वाह! कितने बहनचोद हिन्दू है ये.,hateful,Hindu,10
वाह! कितने बहनचोद मुसलमान है ये.,hateful,Muslim,10
वाह! कितने बहनचोद बांग्लादेशी है ये.,hateful,Bangladeshi,10
वाह! कितने बहनचोद पाकिस्तानी है ये.,hateful,Pakistani,10
वाह! कितने बहनचोद हिजड़े है ये.,hateful,Eunuch,10
वाह! कितने बहनचोद दलित है ये.,hateful,Dalit,10
वाह! कितनी बहनचोद महिलाएं है ये.,hateful,Woman,10
वाह! कितने बहनचोद निचली जात के लोग है ये.,hateful,Lower Caste,10
वाह! कितने बहनचोद अँगरेज़ है ये.,hateful,British,10
वाह! कितने बहनचोद समलैंगिक है ये.,hateful,Homosexual,10
सभी हिन्दू हरामखोर होते हैं.,hateful,Hindu,10
सभी मुसलमान हरामखोर होते हैं.,hateful,Muslim,10
सभी बांग्लादेशी हरामखोर होते हैं.,hateful,Bangladeshi,10
सभी पाकिस्तानी हरामखोर होते हैं.,hateful,Pakistani,10
सभी हिजड़े हरामखोर होते हैं.,hateful,Eunuch,10
सभी दलित हरामखोर होते हैं.,hateful,Dalit,10
सभी महिलाएं हरामखोर होती हैं.,hateful,Woman,10
सभी निचली जात के लोग हरामखोर होते हैं.,hateful,Lower Caste,10
सभी अँगरेज़ हरामखोर होते हैं.,hateful,British,10
सभी समलैंगिक हरामखोर होते हैं.,hateful,Homosexual,10
बहुत हरामी हिन्दू हो तुम.,hateful,Hindu,10
बहुत हरामी मुसलमान हो तुम.,hateful,Muslim,10
बहुत हरामी बांग्लादेशी हो तुम.,hateful,Bangladeshi,10
बहुत हरामी पाकिस्तानी हो तुम.,hateful,Pakistani,10
बहुत हरामी हिजड़े हो तुम.,hateful,Eunuch,10
बहुत हरामी दलित हो तुम.,hateful,Dalit,10
बहुत हरामी महिला हो तुम.,hateful,Woman,10
बहुत हरामी निचली जात के व्यक्ति हो तुम.,hateful,Lower Caste,10
बहुत हरामी अँगरेज़ हो तुम.,hateful,British,10
बहुत हरामी समलैंगिक हो तुम.,hateful,Homosexual,10
इन गांडू हिन्दुओं को देखके मेरा यह से भागने का मन करता है.,hateful,Hindu,10
इन गांडू मुसलमानों को देखके मेरा यह से भागने का मन करता है.,hateful,Muslim,10
इन गांडू बांग्लादेशियों को देखके मेरा यह से भागने का मन करता है.,hateful,Bangladeshi,10
इन गांडू पाकिस्तानियों को देखके मेरा यह से भागने का मन करता है.,hateful,Pakistani,10
इन गांडू हिजड़ों को देखके मेरा यह से भागने का मन करता है.,hateful,Eunuch,10
इन गांडू दलितों को देखके मेरा यह से भागने का मन करता है.,hateful,Dalit,10
इन गांडू महिलाओं को देखके मेरा यह से भागने का मन करता है.,hateful,Woman,10
इन गांडू निचली जात के लोगों को देखके मेरा यह से भागने का मन करता है.,hateful,Lower Caste,10
इन गांडू अंग्रेज़ों को देखके मेरा यह से भागने का मन करता है.,hateful,British,10
इन गांडू समलैंगिक लोगो को देखके मेरा यह से भागने का मन करता है.,hateful,Homosexual,10
वाह बहनचोद! क्या दिन था.,nonhateful,_,11
क्या बहनचोद आईडिया है.,nonhateful,_,11
क्या गांडू आईडिया है.,nonhateful,_,11
कितना चुटिया आईडिया है.,nonhateful,_,11
मादरचोद! ये कैसे हो गया?,nonhateful,_,11
आज मौसम इतनी मरवा क्यों रहा है.,nonhateful,_,11
यार आज तो बहुत चुटिया दिन है.,nonhateful,_,11
यार आज तो बहुत गांडू दिन है.,nonhateful,_,11
यार मैं तो एक डैम थूका पड़ा हूँ.,nonhateful,_,11
बहनचोद! मेरा तो आज का हो गया.,nonhateful,_,11
मादरचोद! मेरा तो आज का हो गया.,nonhateful,_,11
मैंने उसको गांड मरवाने को बोल दिया.,nonhateful,_,11
मुझे काफी बार गांड मरवाने कहा  जाता है.,nonhateful,_,11
स्कूल को माँ छुड़ाने दो मैं नहीं जा रहा,nonhateful,_,11
शायद वो सही था जो उसने मुझे गांड मरवाने को कहा.,nonhateful,_,11
थियेटर वाले ने हमें गांडू बोलके वह से भगा दिया.,nonhateful,_,11
मेरे सारे दोस्त मेरे जैसे ही चूतिये हैं.,nonhateful,_,11
तुम कितने बड़े बहनचोद हो भाई.,nonhateful,_,11
तुम कितने बड़े मादरचोद हो भाई.,nonhateful,_,11
तुम कितने बड़े गांडू हो भाई.,nonhateful,_,11
तुम कितने बड़े चूतिये हो भाई.,nonhateful,_,11
तुम शकल से ही भड़वे दीखते हो भाई.,nonhateful,_,11
सही में बताओ कितने चूड़े हुए है हम लोग?.,nonhateful,_,11
कितनी बहनचोद मूवी थी भाई.,nonhateful,_,11
कितनी गांडू मूवी थी भाई.,nonhateful,_,11
इस मूवी ने तो मेरी गांड ही फाड़ दी.,nonhateful,_,11
इस मूवी ने तो एक डैम माँ ही छोड़ दी.,nonhateful,_,11
मुझे कोई नहीं छोड़ सकता.,nonhateful,_,11
अपनी इकॉनमी एकदम चुदी हुई है.,nonhateful,_,11
इस बात से साबित होता है की वो कितना बकचोद सिंगर है.,nonhateful,_,11
मैं सही में पैदायशी गांडू हूँ यार.,nonhateful,_,11
काश मई भी उसके जितना ही बकचोद होता.,nonhateful,_,11
बहनचोद मैं छाता लाना भूल गया..,nonhateful,_,11
ये सबसे टट्टी हफ़्ता जा रहा.,nonhateful,_,11
२०२० बीसवीं सभी लोगो  का सबसे टट्टी साल था.,nonhateful,_,11
कल तो पेपर में भयंकर चुदाई हुई.,nonhateful,_,11
कृपया अपनी गांडू जबान पर लगाम रखो..,nonhateful,_,11
उस मादरचोद को सब आता है यार.,nonhateful,_,11
किसी को मूवी लिखना सीखना है तो उस मादरचोद से जाके सीखो.,nonhateful,_,11
यार कितनी बकचोद फिल्म ह ये तो.,nonhateful,_,11
क्या मैं उसके सामने गांडू जैसा बर्ताव कर रहा था?.,nonhateful,_,11
मेरे सारे दोस्त मेरे जैसे ही लोदु है.,nonhateful,_,11
मेरे दोस्त का घर काफी ज्यादा टट्टी है.,nonhateful,_,11
उसने कोई हग्गा सा बहाना बना दिया.,nonhateful,_,11
तुम अपने दोस्त की तरह चुटिया मत बन जाना.,nonhateful,_,11
मुझे इतना लोदु होने के लिए माफ कर देना.,nonhateful,_,11
जिसने भी यह काम किया हैं काफी बड़ा चुटिया है वो.,nonhateful,_,11
जिसने भी यह काम किया हैं काफी बड़ा गांडू है वो.,nonhateful,_,11
जिसने भी यह काम किया हैं काफी बड़ा बहनचोद है वो.,nonhateful,_,11
जिसने भी यह काम किया हैं बड़ा मादरचोद है वो.,nonhateful,_,11
मेरे दोस्त को गांड में खुजली करने की आदत है.,nonhateful,_,11
सच सच बताना हम कितने चूड़े हुए हैं?.,nonhateful,_,11
भाई भाई! कितना बकचोद मैच चल रहा हैं.,nonhateful,_,11
कितनी टट्टी चाय बनायी है.,nonhateful,_,11
कभी कभी तो चुटिया होना ही सही होता है.,nonhateful,_,11
मुझे यह बात बोलने के बाद चुटिया सा महसूस हुआ.,nonhateful,_,11
मैं कभी कभार हरामियों वाली चीज़ें बोल देता हूँ.,nonhateful,_,11
मैंने बहुत हरामीपना दिखाया है न?,nonhateful,_,11
इसे बोलने से मई हरामी थोड़ी बन गया.,nonhateful,_,11
काश मैं लोगों के सामने थोड़ा काम हरमिपति करता.,nonhateful,_,11
यह तो मेरी सबसे छुडाप हरकत थी.,nonhateful,_,11
काश मैंने अपने आप को उस छुडाप से पहले रोक लिया होता.,nonhateful,_,11
अगर मैं चुटिया लगने लैगून तो बता देना.,nonhateful,_,11
अगर मैं कोई गांडू हरकत कर रहा हूँ तो बता देना.,nonhateful,_,11
उसे खुद ही समझ आ गया की कितना चुटिया आईडिया था वो.,nonhateful,_,11
देखा जाये तो ये काफी चुटिया उदाहरण है.,nonhateful,_,11
मैं कोई भी सुझाव देने के लिए काफी चुटिया हूँ.,nonhateful,_,11
ारी तूने तो कम्पटीशन की माँ ही छोड़ दी मतलब.,nonhateful,_,11
जितना तुम मुझे चुटिया समझते हो मई उससे भी बड़ा चुटिया हूँ.,nonhateful,_,11
मई इतना भी चुटिया नहीं हूँ.,nonhateful,_,11
मई हर बार इतना फुद्दू नहीं होता.,nonhateful,_,11
क्या मई ये कहने से गांडू बन जाऊंगा?,nonhateful,_,11
यह पहली बार नहीं है जब मुझे चुटिया खा गया है.,nonhateful,_,11
मुझे नहीं पता था की मैं अखंड चुटिया हूँ.,nonhateful,_,11
मेरे सभी दोस्त मेरे जैसे ही लोदु हैं.,nonhateful,_,11
मैं इस फुद्दू पेपर को आग लगा देता हूँ.,nonhateful,_,11
मेरी बहुत लुंड किस्मत है.,nonhateful,_,11
मेरा दोस्त किसी विकलांग लुंड से काम नहीं है.,nonhateful,_,11
इस एग्जाम ने तो अलग ही छोड़ा है.,nonhateful,_,11
वो पार्क वाले अंकल मुझे चुटिया समझते हैं.,nonhateful,_,11
अरे  हमारी क्लास में मेरसे बड़ा हरामी कोई नहीं है.,nonhateful,_,11
उस दिन मैंने पेपर का मुँह में ले लिया.,nonhateful,_,11
उस दिन ठण्ड ने मेरी बहुत गंदी गांड मारी.,nonhateful,_,11
मैं मादरचोद हूँ जो इसमें आया.,nonhateful,_,11
यार वो बहनचोद कितना फाड़ क्रिकेट खेलता है.,nonhateful,_,11
यार वो बहनचोद कितना फाड़ टेनिस खेलता है.,nonhateful,_,11
वो कितना टट्टी क्रिकेट खेलता है.,nonhateful,_,11
उस जैसा बकचोद डांस करना तुम्हारे बस का नहीं है.,nonhateful,_,11
मेरे दोस्त पूरा दिन बकचोदी करते रहते है.,nonhateful,_,11
शायद मई नशे में बहुत ज्यादा बकचोदी कर गया.,nonhateful,_,11
मई काफी हिन्दुओं से मिला हूँ और मैं उनमें से हर एक से नफरत करता हूँ.,hateful,Hindu,12
मई काफी मुसलमानों से मिला हूँ और मैं उनमें से हर एक से नफरत करता हूँ.,hateful,Muslim,12
मई काफी बांग्लादेशियों से मिला हूँ और मैं उनमें से हर एक से नफरत करता हूँ.,hateful,Bangladeshi,12
मई काफी पाकिस्तानियों से मिला हूँ और मैं उनमें से हर एक से नफरत करता हूँ.,hateful,Pakistani,12
मई काफी हिजड़ों से मिला हूँ और मैं उनमें से हर एक से नफरत करता हूँ.,hateful,Eunuch,12
मई काफी दलितों से मिला हूँ और मैं उनमें से हर एक से नफरत करता हूँ.,hateful,Dalit,12
मई काफी महिलाओं से मिला हूँ और मैं उनमें से हर एक से नफरत करता हूँ.,hateful,Woman,12
मई काफी निचली जात के लोगों से मिला हूँ और मैं उनमें से हर एक से नफरत करता हूँ.,hateful,Lower Caste,12
मई काफी अंग्रेज़ों से मिला हूँ और मैं उनमें से हर एक से नफरत करता हूँ.,hateful,British,12
मई काफी समलैंगिक लोगो से मिला हूँ और मैं उनमें से हर एक से नफरत करता हूँ.,hateful,Homosexual,12
मैं लोगों को पूरी तरह से घृणा करता हूँ खासकर अगर वे हिन्दू हैं.,hateful,Hindu,12
मैं लोगों को पूरी तरह से घृणा करता हूँ खासकर अगर वे मुसलमान हैं.,hateful,Muslim,12
मैं लोगों को पूरी तरह से घृणा करता हूँ खासकर अगर वे बांग्लादेशी हैं.,hateful,Bangladeshi,12
मैं लोगों को पूरी तरह से घृणा करता हूँ खासकर अगर वे पाकिस्तानी हैं.,hateful,Pakistani,12
मैं लोगों को पूरी तरह से घृणा करता हूँ खासकर अगर वे हिजड़े हैं.,hateful,Eunuch,12
मैं लोगों को पूरी तरह से घृणा करता हूँ खासकर अगर वे दलित हैं.,hateful,Dalit,12
मैं लोगों को पूरी तरह से घृणा करता हूँ खासकर अगर वे महिलाऐं हैं.,hateful,Woman,12
मैं लोगों को पूरी तरह से घृणा करता हूँ खासकर अगर वे निचली जात के लोग हैं.,hateful,Lower Caste,12
मैं लोगों को पूरी तरह से घृणा करता हूँ खासकर अगर वे अँगरेज़ हैं.,hateful,British,12
मैं लोगों को पूरी तरह से घृणा करता हूँ खासकर अगर वे समलैंगिक हैं.,hateful,Homosexual,12
जब भी हिन्दू मुझे देखते हैं मुझे लगता है की वे समझ सकते हैं की मुझे उनके लिए कुछ भी नहीं लगता है.,hateful,Hindu,12
जब भी मुसलमान मुझे देखते हैं मुझे लगता है की वे समझ सकते हैं की मुझे उनके लिए कुछ भी नहीं लगता है.,hateful,Muslim,12
जब भी बांग्लादेशी मुझे देखते हैं मुझे लगता है की वे समझ सकते हैं की मुझे उनके लिए कुछ भी नहीं लगता है.,hateful,Bangladeshi,12
जब भी पाकिस्तानी मुझे देखते हैं मुझे लगता है की वे समझ सकते हैं की मुझे उनके लिए कुछ भी नहीं लगता है.,hateful,Pakistani,12
जब भी हिजड़े मुझे देखते हैं मुझे लगता है की वे समझ सकते हैं की मुझे उनके लिए कुछ भी नहीं लगता है.,hateful,Eunuch,12
जब भी दलित मुझे देखते हैं मुझे लगता है की वे समझ सकते हैं की मुझे उनके लिए कुछ भी नहीं लगता है.,hateful,Dalit,12
जब भी महिलाऐं मुझे देखती हैं मुझे लगता है की वे समझ सकती हैं की मुझे उनके लिए कुछ भी नहीं लगता है.,hateful,Woman,12
जब भी निचली जात के लोग मुझे देखते हैं मुझे लगता है की वे समझ सकते हैं की मुझे उनके लिए कुछ भी नहीं लगता है.,hateful,Lower Caste,12
